ID,В стоп-л,Email польз.,Email VK,Email Yandex,Email Google,Email OK,Email Twitter,Email FB,ID пользователя,Дата рождения,Кол-во транзакций,Накоп. сумма,Посл. пожер.
30,Нет,Есть,-,-,-,-,-,-,156993,1992-11-24,1,500.00,17.12.2023 02:10:57
29,Нет,Есть,-,Есть,Есть,-,-,-,240293,1997-01-07,7,7000.00,16.05.2024 22:26:18
28,Нет,Есть,-,-,-,-,-,-,207831,1987-04-10,8,800.00,17.05.2024 09:36:36
27,Нет,Есть,-,-,-,-,-,-,248121,2000-09-08,10,500.00,17.02.2024 14:29:47
26,Нет,Есть,-,-,Есть,-,-,-,266180,Не указано,11,1500.00,18.05.2024 15:42:51
25,Нет,Есть,-,-,-,-,-,-,232312,1971-03-21,14,3863.00,27.05.2024 13:25:46
24,Нет,Есть,-,-,-,-,-,-,147261,Не указано,1,1000.00,19.12.2023 13:50:13
23,Нет,Есть,-,-,-,-,-,-,3240,1986-03-18,14,1400.00,20.05.2024 10:34:19
22,Нет,Есть,-,-,-,-,-,-,169715,1980-10-19,6,800.00,20.12.2023 18:48:50
21,Нет,-,-,-,-,-,-,-,Не указано,Не указано,10,2700.00,21.05.2024 15:30:32
20,Нет,Есть,-,-,-,-,-,-,237306,1986-07-02,9,900.00,20.05.2024 19:02:42
19,Нет,Есть,-,Есть,Есть,-,-,-,140906,1987-04-12,9,900.00,21.05.2024 14:33:19
18,Нет,-,-,-,-,-,-,-,Не указано,Не указано,3,1100.00,21.12.2023 20:20:14
17,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,0,21.12.2023 21:12:43
16,Нет,Есть,-,Есть,-,-,-,-,275904,1964-10-31,9,1700.00,22.05.2024 10:39:05
15,Нет,-,-,-,-,-,-,-,Не указано,Не указано,9,2700.00,21.05.2024 19:27:22
14,Да,Есть,-,-,-,-,-,-,243936,Не указано,3,20.00,21.12.2023 19:07:06
13,Нет,-,-,-,-,-,-,-,Не указано,Не указано,1,17.00,20.12.2023 11:31:46
12,Нет,Есть,-,Есть,-,-,-,-,221910,1989-12-05,4,20.00,15.03.2024 16:56:22
11,Нет,Есть,-,-,Есть,-,-,-,273127,Не указано,3,22.00,18.03.2024 15:22:30
10,Нет,Есть,-,-,-,-,-,-,273131,Не указано,1,11.00,15.12.2023 10:20:12
9,Да,Есть,-,-,-,-,-,-,269400,Не указано,8,71.00,15.02.2024 08:59:41
8,Нет,Есть,-,-,Есть,-,-,-,268088,Не указано,22,1142.00,12.05.2024 12:07:57
6,Нет,Есть,-,-,-,-,-,-,134646,1991-06-14,2,100.00,12.12.2023 19:17:55
5,Нет,Есть,-,Есть,Есть,-,-,-,142337,1986-10-25,6,60.00,12.05.2024 14:52:29
4,Нет,Есть,-,Есть,Есть,-,-,-,142337,1986-10-25,2,100.00,12.12.2023 14:39:39
3,Нет,Есть,-,Есть,Есть,-,-,-,142337,1986-10-25,56,2580.00,12.05.2024 12:47:11
2,Нет,Есть,-,-,-,-,-,-,277503,Не указано,1,10.00,12.12.2023 12:32:09
1,Нет,Есть,-,-,-,-,-,-,273540,Не указано,5,56.00,15.12.2023 10:50:53
